PredCode,package,Original,Predicted,Thrown
[±],opendir*safer@find@findutils,opendir*safer,fopen*safer,['BLANK'; 'BLANK'; 'BLANK']
[-],calculate*derived*rates@find@findutils,calculate*derived*rates,ali*yy*delete*buffer,['BLANK']
[-],issue*loop*warning@find@findutils,issue*loop*warning,panel*act,['UNK'; 'BLANK'; 'BLANK']
[-],process*optimisation*option@find@findutils,process*optimisation*option,char*to,['UNK'; 'BLANK']
[+],fts*open@find@findutils,fts*open,fts*open,['BLANK']
[-],pred*fprintf@find@findutils,pred*fprintf,add*len,['BLANK']
[+],fts*read@find@findutils,fts*read,fts*read,['BLANK']
[+],fts*stat@find@findutils,fts*stat,fts*stat,['BLANK']
[-],lgetfileconat@find@findutils,lgetfileconat,,['UNK'; 'BLANK']
[+],fts*safe*changedir@find@findutils,fts*safe*changedir,fts*safe*changedir,['BLANK']
[-],xstrtoul@find@findutils,xstrtoul,xstrtoumax,['BLANK']
[+],chdir*long@find@findutils,chdir*long,chdir*long,['BLANK']
[-],xstrtoumax@find@findutils,xstrtoumax,xstrtoul,['BLANK']
[-],getfileconat@find@findutils,getfileconat,,['UNK'; 'BLANK']
[+],read*file*system*list@find@findutils,read*file*system*list,read*file*system*list,['BLANK']
[+],knuth*morris*pratt*multibyte@find@findutils,knuth*morris*pratt*multibyte,knuth*morris*pratt*multibyte,['BLANK']
[-],print*tree@find@findutils,print*tree,,['UNK'; 'BLANK']
[-],build*expression*tree@find@findutils,build*expression*tree,info*proof,['UNK'; 'BLANK']
[-],iscommand@chew@gdb,iscommand,,['UNK'; 'BLANK'; 'str'; 'BLANK'; 'BLANK']
[-],translatecomments@chew@gdb,translatecomments,,['UNK'; 'BLANK'; 'UNK'; 'BLANK'; 'BLANK']
[-],pred*delete@find@findutils,pred*delete,pop3d*open,['BLANK'; 'BLANK'; 'BLANK']
[-],parse*time@find@findutils,parse*time,ipmiseld*init,['BLANK'; 'default'; 'BLANK']
[-],insert*depthspec@find@findutils,insert*depthspec,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],human*readable@find@findutils,human*readable,human*readable,['BLANK'; 'BLANK'; 'BLANK']
[-],insert*path*check@find@findutils,insert*path*check,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'utf8']
[+],group*number@find@findutils,group*number,group*number,['BLANK'; 'BLANK'; 'BLANK']
[-],get*proc*max*fd@find@findutils,get*proc*max*fd,check*text,['BLANK'; 'BLANK'; 'BLANK']
[+],close*stream@find@findutils,close*stream,close*stream,['BLANK'; 'BLANK'; 'BLANK']
[-],visit*open*fds@find@findutils,visit*open*fds,muscle*info*unsigned,['UNK'; 'BLANK']
[+],fopen*safer@find@findutils,fopen*safer,fopen*safer,['BLANK'; 'BLANK'; 'BLANK']
[-],pred*xtype@find@findutils,pred*xtype,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],file*system*type*uncached@find@findutils,file*system*type*uncached,unix*group*to*list,['BLANK']
[-],digest*mode@find@findutils,digest*mode,vfs*s,['BLANK'; 'BLANK'; 'BLANK']
[-],pred*perm@find@findutils,pred*perm,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],get*regex*type*synonym@find@findutils,get*regex*type*synonym,string*bin,['UNK'; 'BLANK'; 'BLANK']
[-],check*path*safety@find@findutils,check*path*safety,parse*acl,['BLANK'; 'BLANK'; 'BLANK']
[+],dir*len@find@findutils,dir*len,dir*len,['BLANK'; 'BLANK'; 'BLANK']
[-],get*statinfo@find@findutils,get*statinfo,of*version,['BLANK'; 'BLANK'; 'BLANK']
[-],parse*version@find@findutils,parse*version,confirm,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],extendbuf@find@findutils,extendbuf,next*file,['BLANK'; 'BLANK'; 'BLANK']
[+],setup*dir@find@findutils,setup*dir,setup*dir,['BLANK'; 'BLANK'; 'BLANK']
[+],hash*rehash@find@findutils,hash*rehash,hash*rehash,['BLANK'; 'BLANK'; 'BLANK']
[-],open*output*file@find@findutils,open*output*file,count,['BLANK'; 'add'; 'BLANK'; 'BLANK']
[-],set*new*parent@find@findutils,set*new*parent,match*file*init,['BLANK'; 'BLANK']
[±],unescape*tab@find@findutils,unescape*tab,unescape*gettext,['BLANK'; 'BLANK'; 'BLANK']
[-],copy*args@find@findutils,copy*args,merge*get*state,['BLANK'; 'BLANK']
[+],argmatch@find@findutils,argmatch,argmatch,['BLANK'; 'BLANK'; 'BLANK'; 'p']
[+],openat*proc*name@find@findutils,openat*proc*name,openat*proc*name,['BLANK'; 'BLANK']
[+],enter*dir@find@findutils,enter*dir,enter*dir,['BLANK'; 'BLANK'; 'BLANK']
[+],fts*padjust@find@findutils,fts*padjust,fts*padjust,['BLANK'; 'BLANK'; 'BLANK']
[-],pred*timewindow@find@findutils,pred*timewindow,is*do*move,['BLANK'; 'BLANK']
[+],locale*charset@find@findutils,locale*charset,locale*charset,['BLANK'; 'locale'; 'BLANK']
[-],pred*sanity*check@find@findutils,pred*sanity*check,grecs*grecs*usage,['BLANK'; 'BLANK']
[+],diropen@find@findutils,diropen,diropen,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],check*normalization@find@findutils,check*normalization,hashtab*remove,['BLANK'; 'BLANK'; 'BLANK']
[-],bc*init*controlinfo@find@findutils,bc*init*controlinfo,vfs*s*insert,['BLANK'; 'BLANK']
[-],match*lname@find@findutils,match*lname,panel*do*owner,['BLANK'; 'BLANK']
[-],process*debug*options@find@findutils,process*debug*options,,['UNK'; 'init'; 'BLANK'; 'BLANK'; 'BLANK']
[+],hash*initialize@find@findutils,hash*initialize,hash*initialize,['BLANK'; 'BLANK'; 'BLANK']
[+],human*readable@locate@findutils,human*readable,human*readable,['BLANK'; 'BLANK'; 'BLANK']
[+],link*count*optimize*ok@find@findutils,link*count*optimize*ok,link*count*optimize*ok,['BLANK']
[±],get*stat*Ytime@find@findutils,get*stat*Ytime,get*char,['BLANK'; 'char'; 'BLANK']
[-],pred*links@find@findutils,pred*links,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],prep*child*for*exec@find@findutils,prep*child*for*exec,restorecon,['BLANK'; 'BLANK'; 'file'; 'BLANK']
[+],rpl*fcntl@locate@findutils,rpl*fcntl,rpl*fcntl,['BLANK'; 'BLANK'; 'BLANK']
[-],set*max*db*age@locate@findutils,set*max*db*age,read*device,['BLANK'; 'UNK'; 'BLANK']
[-],looking*at*slocate*locatedb@locate@findutils,looking*at*slocate*locatedb,pexec*hostlist*copy,['BLANK'; 'BLANK']
[-],visit*old*format@locate@findutils,visit*old*format,setup*token,['BLANK'; 'BLANK'; 'BLANK']
[-],put*best*speed@gtypist@gtypist,put*best*speed,ipmipower*file*list,['BLANK'; 'BLANK']
[-],build*tree@gzip@gzip,build*tree,ali*yy*delete*buffer,['BLANK']
[-],process*cleanup@direvent@direvent,process*cleanup,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],eventconf*flush@direvent@direvent,eventconf*flush,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],check*new*watcher@direvent@direvent,check*new*watcher,check*button,['BLANK'; 'BLANK'; 'BLANK']
[-],ForAllVarwSep@mod@mcsim,ForAllVarwSep,strhash*get,['BLANK'; 'BLANK'; 'BLANK']
[-],AugmentEquation@mod@mcsim,AugmentEquation,fh*bytes*shell,['BLANK'; 'BLANK']
[-],DefineEventEqn@mod@mcsim,DefineEventEqn,adns*hostlist*uniq,['BLANK'; 'BLANK']
[-],ReadParameter@mod@mcsim,ReadParameter,parse*lock,['BLANK'; 'UNK'; 'BLANK']
[-],EvalSum@mod@mcsim,EvalSum,parse*string,['BLANK'; 'BLANK'; 'BLANK']
[-],GetToken@mod@mcsim,GetToken,get*HMS,['BLANK'; 'BLANK'; 'BLANK']
[-],GetToken.part.0@mod@mcsim,GetToken.part.0,skip,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],ReadPKTemplate@mod@mcsim,ReadPKTemplate,panel*act,['UNK'; 'BLANK'; 'BLANK']
[-],ForAllVar@mod@mcsim,ForAllVar,uuconf*get*arg,['BLANK'; 'BLANK']
[+],indent@chew@gdb,indent,indent,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],do*fancy*stuff@chew@gdb,do*fancy*stuff,do,['UNK'; 'key'; 'BLANK'; 'BLANK']
[-],pred*inum@find@findutils,pred*inum,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],hash*free@find@findutils,hash*free,hash*free,['BLANK'; 'BLANK'; 'BLANK']
[+],ftypelet@find@findutils,ftypelet,ftypelet,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],predlist*merge*sort@find@findutils,predlist*merge*sort,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],pred*cost*compare@find@findutils,pred*cost*compare,default*count,['BLANK'; 'BLANK'; 'BLANK']
[+],compute*bucket*size@find@findutils,compute*bucket*size,compute*bucket*size,['BLANK'; 'BLANK']
[-],set*option*defaults@find@findutils,set*option*defaults,re*compile*pattern,['BLANK'; 'BLANK']
[-],pred*samefile@find@findutils,pred*samefile,mu*locus*point*eq,['BLANK']
[+],leave*dir@find@findutils,leave*dir,leave*dir,['BLANK'; 'BLANK'; 'BLANK']
[-],process*leading*options@find@findutils,process*leading*options,cb*listen,['BLANK'; 'BLANK'; 'BLANK']
[+],fts*sort@find@findutils,fts*sort,fts*sort,['BLANK'; 'BLANK'; 'BLANK']
[-],drop*privs@locate@findutils,drop*privs,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],knuth*morris*pratt@locate@findutils,knuth*morris*pratt,Barcode*morris*verify,['BLANK']
[-],newfunction@units@units,newfunction,print*zeros,['BLANK']
[-],copyfunction@units@units,copyfunction,,['UNK'; 'BLANK']
[-],parsepair@units@units,parsepair,get*str,['BLANK']
[-],showfunction@units@units,showfunction,ukshow*folder,['BLANK']
[-],checkunitlist@units@units,checkunitlist,enlist,['BLANK']
[-],checkfunc@units@units,checkfunc,print*target,['BLANK']
[+],opendirat@find@findutils,opendirat,opendirat,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],xrealloc@find@findutils,xrealloc,xrealloc,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],checked*fprintf@find@findutils,checked*fprintf,aio*write,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],exceeds@find@findutils,exceeds,fsysdep*find,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],pred*cnewer@find@findutils,pred*cnewer,menubar,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],get*new*pred@find@findutils,get*new*pred,mailvar*set*free,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],pred*user@find@findutils,pred*user,add*file,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],pred*quit@find@findutils,pred*quit,do*delete*files,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],time*zone*hhmm@find@findutils,time*zone*hhmm,time*zone*hhmm,['BLANK'; 'utf8'; 'BLANK'; 'BLANK']
[+],is*basic@find@findutils,is*basic,is*basic,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],blank*rtrim@find@findutils,blank*rtrim,argcv*delete,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],pred*newer@find@findutils,pred*newer,auth*pop,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*gid@find@findutils,parse*gid,unix,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],do*arm*swaps@find@findutils,do*arm*swaps,sparse,['UNK'; 'file'; 'BLANK'; 'BLANK'; 'grammar'; 'BLANK']
[-],symlink*loop@find@findutils,symlink*loop,import*handler,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],fts*set*stat*required@find@findutils,fts*set*stat*required,fts*set*stat*required,['BLANK'; 'BLANK'; 'BLANK']
[+],clone*quoting*options@find@findutils,clone*quoting*options,clone*quoting*options,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],mdir*name@find@findutils,mdir*name,mdir*name,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],worst*cost@find@findutils,worst*cost,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],fallback*stat@find@findutils,fallback*stat,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],print*list@find@findutils,print*list,ipmi*config*builtin*arg*hostaddr,['BLANK'; 'BLANK']
[+],x2nrealloc@find@findutils,x2nrealloc,x2nrealloc,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],gettime@find@findutils,gettime,gettime,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*fstype@find@findutils,parse*fstype,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],set*cloexec*flag@find@findutils,set*cloexec*flag,set*cloexec*flag,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],set*follow*state@find@findutils,set*follow*state,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*cnewer@find@findutils,parse*cnewer,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],default*prints@find@findutils,default*prints,,['UNK'; 'UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*fprint0@find@findutils,parse*fprint0,eval*and*old,['BLANK'; 'msg'; 'BLANK'; 'BLANK']
[-],free*file*system*list@find@findutils,free*file*system*list,start,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],do*parse*xmin@find@findutils,do*parse*xmin,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],allocate*entry@find@findutils,allocate*entry,allocate*entry,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],constrain*rate@find@findutils,constrain*rate,,['UNK'; 'BLANK'; 'UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],next*prime@find@findutils,next*prime,next*prime,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],pred*anewer@find@findutils,pred*anewer,auth*pop,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],save*cwd@find@findutils,save*cwd,save*cwd,['BLANK'; 'BLANK'; 'BLANK'; 'checkout'; 'BLANK']
[+],mbuiter*multi*copy@find@findutils,mbuiter*multi*copy,mbuiter*multi*copy,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],pred*group@find@findutils,pred*group,dynvec*copy,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],get*num@find@findutils,get*num,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],bc*use*sensible*arg*max@find@findutils,bc*use*sensible*arg*max,AnnotationList,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*fls@find@findutils,parse*fls,sparse*scan*file,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],openat*safer@find@findutils,openat*safer,open*safer,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],fts*compare*ino@find@findutils,fts*compare*ino,fts*compare*ino,['BLANK'; 'BLANK'; 'BLANK'; 'send']
[+],c*ispunct@find@findutils,c*ispunct,c*ispunct,['BLANK'; 'string'; 'BLANK'; 'error'; 'BLANK']
[+],get*tz@find@findutils,get*tz,get*tz,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],bkm*scale@find@findutils,bkm*scale,bkm*scale,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],visit@find@findutils,visit,mtx*panel,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],getgidbyname@find@findutils,getgidbyname,getgidbyname,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],fts*set@find@findutils,fts*set,fts*set,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*iname@find@findutils,parse*iname,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],last*component@find@findutils,last*component,last*component,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],lookup*word@find@findutils,lookup*word,lookup*word,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],free*dir@find@findutils,free*dir,free*dir,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],hash*lookup@find@findutils,hash*lookup,hash*lookup,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],collect*arg*stat*info@find@findutils,collect*arg*stat*info,read*date,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],fatal*nontarget*file*error@find@findutils,fatal*nontarget*file*error,,['UNK'; 'BLANK'; 'BLANK'; 'prefix'; 'BLANK'; 'BLANK'; 'BLANK']
[-],pred*okdir@find@findutils,pred*okdir,check,['BLANK'; 'right'; 'UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*fprint@find@findutils,parse*fprint,read*text,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],leaf*optimization*applies@find@findutils,leaf*optimization*applies,leaf*optimization*applies,['BLANK'; 'BLANK'; 'BLANK'; 'item']
[-],predicate*is*cost*free@find@findutils,predicate*is*cost*free,set*variable*flags,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*fprintf@find@findutils,parse*fprintf,eval*do,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],strip*trailing*slashes@find@findutils,strip*trailing*slashes,strip*trailing*slashes,['BLANK'; 'BLANK'; 'BLANK'; 'config']
[-],parse*newer@find@findutils,parse*newer,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],map*to*failure@find@findutils,map*to*failure,map*to*failure,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],opt*expr@find@findutils,opt*expr,radiusd,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],dirent*inode*sort*may*be*useful@find@findutils,dirent*inode*sort*may*be*useful,dirent*inode*sort*may*be*useful,['BLANK']
[-],bc*argc*limit*reached@find@findutils,bc*argc*limit*reached,listbox*select*last,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],pred*context@find@findutils,pred*context,status*list,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],close*stdout@locate@findutils,close*stdout,close*stdout,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],xrealloc@locate@findutils,xrealloc,xrealloc,['BLANK'; 'line'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],is*basic@locate@findutils,is*basic,is*basic,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],quotearg*alloc*mem@locate@findutils,quotearg*alloc*mem,quotearg*alloc*mem,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],clone*quoting*options@locate@findutils,clone*quoting*options,clone*quoting*options,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],quotearg*buffer@locate@findutils,quotearg*buffer,quotearg*buffer,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],x2nrealloc@locate@findutils,x2nrealloc,x2nrealloc,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],visit*limit@locate@findutils,visit*limit,g*string*append*fetch*case,['BLANK'; 'BLANK']
[+],mbuiter*multi*copy@locate@findutils,mbuiter*multi*copy,mbuiter*multi*copy,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],prefix*length@frcode@findutils,prefix*length,prefix*p,['BLANK'; 'string'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isalnum@frcode@findutils,c*isalnum,c*isalnum,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*strcasecmp@frcode@findutils,c*strcasecmp,c*strcasecmp,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],version*etc*va@frcode@findutils,version*etc*va,version*etc*va,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],logunit@units@units,logunit,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],hassubscript@units@units,hassubscript,,['UNK'; 'BLANK'; 'is'; 'UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],ignore*primitive@units@units,ignore*primitive,hostlist*push,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],splitline@units@units,splitline,fi*hostlist*copy,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],newtable@units@units,newtable,unserialize*wordsplit,['BLANK']
[-],evalfunc@units@units,evalfunc,file*execute,['BLANK']
[-],ishelpquery@units@units,ishelpquery,,['UNK'; 'BLANK']
[+],set*char*quoting@bigram@findutils,set*char*quoting,set*char*quoting,['BLANK'; 'BLANK'; 'BLANK']
[+],set*custom*quoting@bigram@findutils,set*custom*quoting,set*custom*quoting,['BLANK'; 'BLANK'; 'BLANK']
[+],c*islower@bigram@findutils,c*islower,c*islower,['BLANK'; 'BLANK'; 'tag'; 'BLANK']
[-],overwrite*string@chew@gdb,overwrite*string,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],newentry@chew@gdb,newentry,make*variable*completions,['BLANK'; 'BLANK'; 'BLANK']
[+],c*isdigit@find@findutils,c*isdigit,c*isdigit,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isgraph@find@findutils,c*isgraph,c*isgraph,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],print*num@find@findutils,print*num,wordsplit*lookup,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*toupper@find@findutils,c*toupper,c*toupper,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],traverse*tree@find@findutils,traverse*tree,group*parse,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],init*pred*perf@find@findutils,init*pred*perf,def,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],getrate@find@findutils,getrate,ali*yy*delete*buffer,['BLANK'; 'BLANK']
[-],field*length@find@findutils,field*length,lookup*word,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],pred*ok@find@findutils,pred*ok,read*in*op*do*bytes,['BLANK']
[-],parse*accesscheck@find@findutils,parse*accesscheck,cue*new*item,['BLANK'; 'BLANK'; 'BLANK']
[+],c*tolower@find@findutils,c*tolower,c*tolower,['BLANK'; 'str'; 'BLANK'; 'BLANK']
[+],human*options@find@findutils,human*options,human*options,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isalpha@find@findutils,c*isalpha,c*isalpha,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],AD*compare@find@findutils,AD*compare,AD*compare,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*iscntrl@find@findutils,c*iscntrl,c*iscntrl,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],pred*regex@find@findutils,pred*regex,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],is*octal*char@find@findutils,is*octal*char,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isupper@find@findutils,c*isupper,c*isupper,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],clear*ungetc*buffer*preserving*position@find@findutils,clear*ungetc*buffer*preserving*position,clear*ungetc*buffer*preserving*position,['BLANK']
[+],c*isspace@find@findutils,c*isspace,c*isspace,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],to*year@find@findutils,to*year,to*year,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*octal*escape@find@findutils,parse*octal*escape,install,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],do*exec@find@findutils,do*exec,wordsplit*finish,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],isdst*differ@find@findutils,isdst*differ,isdst*differ,['BLANK'; 'BLANK'; 'long'; 'BLANK']
[+],set*char*quoting@find@findutils,set*char*quoting,set*char*quoting,['BLANK'; 'BLANK'; 'BLANK']
[-],insert*fprint@find@findutils,insert*fprint,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],set*custom*quoting@find@findutils,set*custom*quoting,set*custom*quoting,['BLANK'; 'BLANK'; 'BLANK']
[-],pred*fstype@find@findutils,pred*fstype,cli*attach,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],get*format*specifer*length@find@findutils,get*format*specifer*length,hard*locale,['BLANK'; 'BLANK'; 'field'; 'BLANK']
[+],c*islower@find@findutils,c*islower,c*islower,['BLANK'; 'BLANK'; 'tag'; 'BLANK']
[+],set*quoting*flags@find@findutils,set*quoting*flags,set*quoting*flags,['BLANK'; 'BLANK'; 'BLANK']
[-],insert*primary@find@findutils,insert*primary,mu*script*done,['BLANK'; 'BLANK'; 'BLANK']
[-],entry*comparator@find@findutils,entry*comparator,,['UNK'; 'BLANK'; 'text'; 'BLANK'; 'BLANK'; 'BLANK']
[-],pred*path@find@findutils,pred*path,until*short,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],visit*substring*match*nocasefold*wide@locate@findutils,visit*substring*match*nocasefold*wide,until*short,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isdigit@locate@findutils,c*isdigit,c*isdigit,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isgraph@locate@findutils,c*isgraph,c*isgraph,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],visit*non*existing*follow@locate@findutils,visit*non*existing*follow,fts*alloc,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*toupper@locate@findutils,c*toupper,c*toupper,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],visit*existing*nofollow@locate@findutils,visit*existing*nofollow,fts*alloc,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],field*length@locate@findutils,field*length,lookup*word,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],visit*substring*match*casefold*wide@locate@findutils,visit*substring*match*casefold*wide,until*short,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
